product,LPA3 NAVAIR
    LPA SETTINGS
test_reference,CALIBRATED
threshold0, 76
threshold1, 184
threshold2, 1000
threshold3, 2010
threshold4, 2986
threshold5, 9938
threshold6, 15300
threshold7, 25000
effective_slit_width,60
effective_slit_height,300
divergence_milliradians,519
channel_depth,500
calibration_led_level_initial,10566
calibration_led_level_last,98.68
calibration_led_level_alarm,50
calibration_date_last,1765466208
calibration_date_next,1797002208
repeat_n,0
result_format,11
test_mode,0
wait_time_s,0
test_number,0
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,0
continous_mode_confirm_target_n,0
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,50
flush_time_s,30
test_sequence,2
sample_portions,1
threshold32_4,76
threshold32_5,129
threshold32_6,184
threshold32_7,243
threshold32_8,309
threshold32_9,385
threshold32_10,543
threshold32_11,575
threshold32_12,695
threshold32_13,836
threshold32_14,1000
threshold32_15,1187
threshold32_16,1385
threshold32_17,1578
threshold32_18,1753
threshold32_19,1893
threshold32_20,1984
threshold32_21,2010
threshold32_22,1985
threshold32_23,2037
threshold32_24,2318
threshold32_25,2986
threshold32_26,4156
threshold32_27,5792
threshold32_28,7818
threshold32_29,10159
threshold32_30,12740
threshold32_38,32994
threshold32_50,32994
threshold32_70,32994
threshold32_70,32994
threshold32_70,32994
channel_width,750
model_name,LPA3 NAVAIR
option_bits,1056
MEASURED PARAMETERS
verification_count_1_0,0
verification_count_1_1,0
verification_count_1_2,0
verification_count_1_3,0
verification_count_1_4,0
verification_count_1_5,0
verification_count_1_6,0
verification_count_1_7,0
verification_count_2_0,0
verification_count_2_1,0
verification_count_2_2,0
verification_count_2_3,0
verification_count_2_4,0
verification_count_2_5,0
verification_count_2_6,0
verification_count_2_7,0
verification_count_3_0,0
verification_count_3_1,0
verification_count_3_2,0
verification_count_3_3,0
verification_count_3_4,0
verification_count_3_5,0
verification_count_3_6,0
verification_count_3_7,0
reference_count_0,-6.27744e+66
reference_count_1,-6.27744e+66
reference_count_2,-6.27744e+66
reference_count_3,-6.27744e+66
reference_count_4,-6.27744e+66
reference_count_5,-6.27744e+66
reference_count_6,-6.27744e+66
reference_count_7,-6.27744e+66
Measured Counter Data
pump_current_sampling,0
pump_current_emptying,0
led_level,0
no_noise_threshold,0
CALIBRATION DOCUMENT VALUES
date_,46003.5
serial_number_,-1
    RIG PARAMETERS
meas_init_level,0
calc_init_volume,0
desired_concentration,16
calc_qty_add,0
meas_qty_add,0
meas_final_level,0
calc_volume,0
calc_concentration,16
rig_param_volume_mult,-1
rig_param_volume_constant,0
rig_param_identifier,00304
rig_cleanliness_count,0
