product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,12345671
option_bits,9264
x_option_bits,0
test_reference,LPA4
threshold0, 110
threshold1, 170
threshold2, 666
threshold3, 1244
threshold4, 1810
threshold5, 42880
threshold6, 42880
threshold7, 42880
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,-2147483648
calibration_led_level_last,2.22507e-308
calibration_led_level_alarm,50
calibration_date_last,1780254175
calibration_date_next,1811790175
result_format,1
test_mode,128
wait_time_s,0
test_number,15
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,0
continous_mode_confirm_target_n,0
flush_time_s,30
test_sequence,0
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,40
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,50
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 110
threshold32_1_value, 136
threshold32_2_value, 170
threshold32_3_value, 206
threshold32_4_value, 252
threshold32_5_value, 310
threshold32_6_value, 372
threshold32_7_value, 442
threshold32_8_value, 516
threshold32_9_value, 592
threshold32_10_value, 666
threshold32_11_value, 742
threshold32_12_value, 818
threshold32_13_value, 892
threshold32_14_value, 968
threshold32_15_value, 1048
threshold32_16_value, 1138
threshold32_17_value, 1244
threshold32_18_value, 1362
threshold32_19_value, 1496
threshold32_20_value, 1644
threshold32_21_value, 1810
threshold32_22_value, 1996
threshold32_23_value, 2198
threshold32_24_value, 2424
threshold32_25_value, 2644
threshold32_26_value, 3002
threshold32_27_value, 42880
threshold32_28_value, 42880
threshold32_29_value, 42880
threshold32_30_value, 42880
threshold32_31_value, 42880
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
threshold32_13_sz, 17
threshold32_14_sz, 18
