product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,63010058
option_bits,1072
x_option_bits,0
test_reference,LPA3 NAVAIR #63010058 CALIBRATE
threshold0, 74
threshold1, 192
threshold2, 1076
threshold3, 2194
threshold4, 3098
threshold5, 8716
threshold6, 12190
threshold7, 15984
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,13304
calibration_led_level_last,97.71
calibration_led_level_alarm,50
calibration_date_last,1779291174
calibration_date_next,1810827174
result_format,1
test_mode,0
wait_time_s,0
test_number,7
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,0
continous_mode_confirm_target_n,0
flush_time_s,30
test_sequence,0
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,40
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,100
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 74
threshold32_1_value, 124
threshold32_2_value, 192
threshold32_3_value, 266
threshold32_4_value, 358
threshold32_5_value, 460
threshold32_6_value, 568
threshold32_7_value, 690
threshold32_8_value, 818
threshold32_9_value, 940
threshold32_10_value, 1076
threshold32_11_value, 1218
threshold32_12_value, 1368
threshold32_13_value, 1510
threshold32_14_value, 1660
threshold32_15_value, 1808
threshold32_16_value, 1980
threshold32_17_value, 2194
threshold32_18_value, 2420
threshold32_19_value, 2640
threshold32_20_value, 2858
threshold32_21_value, 3098
threshold32_22_value, 3472
threshold32_23_value, 3842
threshold32_24_value, 4252
threshold32_25_value, 4516
threshold32_26_value, 4918
threshold32_27_value, 8716
threshold32_28_value, 12190
threshold32_29_value, 15984
threshold32_30_value, 15984
threshold32_31_value, 15984
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
threshold32_13_sz, 17
