product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,63010063
option_bits,1072
x_option_bits,0
test_reference,LPA3 NAVAIR #63010063 CALIBRATE
threshold0, 72
threshold1, 174
threshold2, 1000
threshold3, 2122
threshold4, 3042
threshold5, 9018
threshold6, 15954
threshold7, 24004
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,1974
calibration_led_level_last,-97.55
calibration_led_level_alarm,50
calibration_date_last,1779443292
calibration_date_next,1810979292
result_format,1
test_mode,0
wait_time_s,0
test_number,9
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,0
continous_mode_confirm_target_n,0
flush_time_s,30
test_sequence,0
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,40
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,100
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 72
threshold32_1_value, 116
threshold32_2_value, 174
threshold32_3_value, 236
threshold32_4_value, 314
threshold32_5_value, 404
threshold32_6_value, 502
threshold32_7_value, 612
threshold32_8_value, 740
threshold32_9_value, 868
threshold32_10_value, 1000
threshold32_11_value, 1136
threshold32_12_value, 1282
threshold32_13_value, 1414
threshold32_14_value, 1556
threshold32_15_value, 1728
threshold32_16_value, 1900
threshold32_17_value, 2122
threshold32_18_value, 2336
threshold32_19_value, 2578
threshold32_20_value, 2816
threshold32_21_value, 3042
threshold32_22_value, 3354
threshold32_23_value, 3698
threshold32_24_value, 4102
threshold32_25_value, 4466
threshold32_26_value, 4992
threshold32_27_value, 9018
threshold32_28_value, 15954
threshold32_29_value, 24004
threshold32_30_value, 24004
threshold32_31_value, 24004
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
