product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,63010084
option_bits,1024
x_option_bits,0
test_reference,LPA3 NAVAIR
threshold0, 80
threshold1, 198
threshold2, 1058
threshold3, 2152
threshold4, 3188
threshold5, 9840
threshold6, 16332
threshold7, 24723
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,10787
calibration_led_level_last,2.22507e-308
calibration_led_level_alarm,50
calibration_date_last,2147483648
calibration_date_next,2147483648
result_format,0
test_mode,0
wait_time_s,0
test_number,5
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,4095
continous_mode_confirm_target_n,0
flush_time_s,30
test_sequence,2
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,50
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,100
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 80
threshold32_1_value, 132
threshold32_2_value, 198
threshold32_3_value, 270
threshold32_4_value, 358
threshold32_5_value, 456
threshold32_6_value, 560
threshold32_7_value, 674
threshold32_8_value, 798
threshold32_9_value, 926
threshold32_10_value, 1058
threshold32_11_value, 1198
threshold32_12_value, 1346
threshold32_13_value, 1484
threshold32_14_value, 1630
threshold32_15_value, 1784
threshold32_16_value, 1948
threshold32_17_value, 2152
threshold32_18_value, 2382
threshold32_19_value, 2632
threshold32_20_value, 2916
threshold32_21_value, 3188
threshold32_22_value, 3512
threshold32_23_value, 3794
threshold32_24_value, 4130
threshold32_25_value, 4454
threshold32_26_value, 4818
threshold32_27_value, 9840
threshold32_28_value, 16332
threshold32_29_value, 24723
threshold32_30_value, 18412
threshold32_31_value, 18412
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
threshold32_13_sz, 17
