product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,63010060
option_bits,1072
x_option_bits,0
test_reference,LPA3 NAVAIR #63010060 CALIBRATE
threshold0, 58
threshold1, 134
threshold2, 812
threshold3, 1798
threshold4, 2726
threshold5, 8428
threshold6, 14338
threshold7, 31204
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,8255
calibration_led_level_last,98.57
calibration_led_level_alarm,50
calibration_date_last,1779281545
calibration_date_next,1810817545
result_format,1
test_mode,0
wait_time_s,0
test_number,15
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,0
continous_mode_confirm_target_n,0
flush_time_s,30
test_sequence,0
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,40
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,100
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 58
threshold32_1_value, 90
threshold32_2_value, 134
threshold32_3_value, 182
threshold32_4_value, 246
threshold32_5_value, 316
threshold32_6_value, 396
threshold32_7_value, 484
threshold32_8_value, 594
threshold32_9_value, 704
threshold32_10_value, 812
threshold32_11_value, 936
threshold32_12_value, 1050
threshold32_13_value, 1170
threshold32_14_value, 1304
threshold32_15_value, 1426
threshold32_16_value, 1600
threshold32_17_value, 1798
threshold32_18_value, 2038
threshold32_19_value, 2250
threshold32_20_value, 2508
threshold32_21_value, 2726
threshold32_22_value, 2976
threshold32_23_value, 3296
threshold32_24_value, 3686
threshold32_25_value, 4030
threshold32_26_value, 4408
threshold32_27_value, 8428
threshold32_28_value, 14338
threshold32_29_value, 31204
threshold32_30_value, 31204
threshold32_31_value, 31204
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
threshold32_13_sz, 17
