product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,12345678
option_bits,9248
x_option_bits,0
test_reference,CALIBRATED
threshold0, 138
threshold1, 222
threshold2, 810
threshold3, 1794
threshold4, 2574
threshold5, 7300
threshold6, 12232
threshold7, 24052
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,4850
calibration_led_level_last,206.19
calibration_led_level_alarm,50
calibration_date_last,1776009057
calibration_date_next,1807545057
result_format,0
test_mode,128
wait_time_s,0
test_number,29
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,0
continous_mode_confirm_target_n,3
flush_time_s,30
test_sequence,2
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,50
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,30
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 138
threshold32_1_value, 179
threshold32_2_value, 222
threshold32_3_value, 270
threshold32_4_value, 324
threshold32_5_value, 385
threshold32_6_value, 452
threshold32_7_value, 528
threshold32_8_value, 613
threshold32_9_value, 706
threshold32_10_value, 810
threshold32_11_value, 924
threshold32_12_value, 1048
threshold32_13_value, 1182
threshold32_14_value, 1324
threshold32_15_value, 1474
threshold32_16_value, 1631
threshold32_17_value, 1794
threshold32_18_value, 1964
threshold32_19_value, 2147
threshold32_20_value, 2348
threshold32_21_value, 2574
threshold32_22_value, 2830
threshold32_23_value, 3116
threshold32_24_value, 3427
threshold32_25_value, 3760
threshold32_26_value, 4114
threshold32_27_value, 7300
threshold32_28_value, 12232
threshold32_29_value, 24052
threshold32_30_value, 24052
threshold32_31_value, 24052
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
threshold32_13_sz, 17
threshold32_14_sz, 18
threshold32_15_sz, 19
threshold32_16_sz, 20
threshold32_17_sz, 21
threshold32_18_sz, 22
threshold32_19_sz, 23
threshold32_20_sz, 24
threshold32_21_sz, 25
threshold32_22_sz, 26
threshold32_23_sz, 27
threshold32_24_sz, 28
threshold32_25_sz, 29
threshold32_26_sz, 30
threshold32_27_sz, 38
threshold32_28_sz, 50
threshold32_29_sz, 70
threshold32_30_sz, 70
threshold32_31_sz, 70
MEASURED PARAMETERS
verification_count_1_0,0
verification_count_1_1,0
verification_count_1_2,0
verification_count_1_3,0
verification_count_1_4,0
verification_count_1_5,0
verification_count_1_6,0
verification_count_1_7,0
verification_count_2_0,0
verification_count_2_1,0
verification_count_2_2,0
verification_count_2_3,0
verification_count_2_4,0
verification_count_2_5,0
verification_count_2_6,0
verification_count_2_7,0
verification_count_3_0,0
verification_count_3_1,0
verification_count_3_2,0
verification_count_3_3,0
verification_count_3_4,0
verification_count_3_5,0
verification_count_3_6,0
verification_count_3_7,0
reference_count_0,807340
reference_count_1,321940
reference_count_2,28965
reference_count_3,6120
reference_count_4,3061.5
reference_count_5,560
reference_count_6,215
reference_count_7,50
Measured Counter Data
pump_current_sampling,0
pump_current_emptying,0
led_level,0
no_noise_threshold,0
CALIBRATION DOCUMENT VALUES
date_,46124.7
serial_number_,-1
    RIG PARAMETERS
meas_init_level,0
calc_init_volume,0
desired_concentration,16
calc_qty_add,0
meas_qty_add,0
meas_final_level,0
calc_volume,0
calc_concentration,16
rig_param_volume_mult,-1
rig_param_volume_constant,0
rig_param_identifier,00304
rig_cleanliness_count,0
