product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,63010083
option_bits,1024
x_option_bits,0
test_reference,LPA3 NAVAIR
threshold0, 90
threshold1, 220
threshold2, 1148
threshold3, 2246
threshold4, 3270
threshold5, 10187
threshold6, 15905
threshold7, 25124
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,14333
calibration_led_level_last,2.22507e-308
calibration_led_level_alarm,50
calibration_date_last,2147483648
calibration_date_next,2147483648
result_format,0
test_mode,0
wait_time_s,0
test_number,5
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,4095
continous_mode_confirm_target_n,0
flush_time_s,30
test_sequence,2
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,50
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,100
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 90
threshold32_1_value, 146
threshold32_2_value, 220
threshold32_3_value, 298
threshold32_4_value, 392
threshold32_5_value, 498
threshold32_6_value, 612
threshold32_7_value, 734
threshold32_8_value, 866
threshold32_9_value, 1004
threshold32_10_value, 1148
threshold32_11_value, 1292
threshold32_12_value, 1448
threshold32_13_value, 1594
threshold32_14_value, 1732
threshold32_15_value, 1874
threshold32_16_value, 2052
threshold32_17_value, 2246
threshold32_18_value, 2490
threshold32_19_value, 2736
threshold32_20_value, 2978
threshold32_21_value, 3270
threshold32_22_value, 3588
threshold32_23_value, 3914
threshold32_24_value, 4270
threshold32_25_value, 4640
threshold32_26_value, 4996
threshold32_27_value, 10187
threshold32_28_value, 15905
threshold32_29_value, 25124
threshold32_30_value, 18086
threshold32_31_value, 18086
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
threshold32_13_sz, 17
