product,LPA3 NAVAIR
    LPA SETTINGS
model_name,LPA3 NAVAIR
serial_number,63010053
option_bits,1072
x_option_bits,0
test_reference,LPA3 NAVAIR #63010053 CALIBRATE
threshold0, 74
threshold1, 174
threshold2, 1010
threshold3, 2160
threshold4, 3232
threshold5, 10266
threshold6, 16808
threshold7, 29358
effective_slit_width,60
effective_slit_height,300
channel_width,750
divergence_milliradians,200
channel_depth,500
calibration_led_level_initial,14710
calibration_led_level_last,59.38
calibration_led_level_alarm,50
calibration_date_last,1779363393
calibration_date_next,1810899393
result_format,1
test_mode,0
wait_time_s,0
test_number,9
CycleCount,0
last_download,2147483648
time_stamp,0
source_drive,0
continous_mode_confirm_target_n,0
flush_time_s,30
test_sequence,0
sample_portions,1
pump_target_flow_ml_min,30
pump_flow_emptying_ml_min,150
sample_volume_ml,40
pump_flush_volume_ml,20
pump_flow_flushing_ml_min,100
cml4_online_flush_ml,90
cml4_online_flush_ml_min,50
cml4_online_sample_ml,50
cml4_online_sample_ml_min,50
cml4_offline_flush_ml,40
cml4_offline_flush_ml_min,20
cml4_offline_sample_ml,40
cml4_offline_sample_ml_min,20
cml4_pump_leakage_ml_min,0
threshold32_0_value, 74
threshold32_1_value, 118
threshold32_2_value, 174
threshold32_3_value, 236
threshold32_4_value, 314
threshold32_5_value, 406
threshold32_6_value, 504
threshold32_7_value, 618
threshold32_8_value, 744
threshold32_9_value, 874
threshold32_10_value, 1010
threshold32_11_value, 1156
threshold32_12_value, 1300
threshold32_13_value, 1452
threshold32_14_value, 1606
threshold32_15_value, 1762
threshold32_16_value, 1946
threshold32_17_value, 2160
threshold32_18_value, 2426
threshold32_19_value, 2698
threshold32_20_value, 2962
threshold32_21_value, 3232
threshold32_22_value, 3616
threshold32_23_value, 4006
threshold32_24_value, 4360
threshold32_25_value, 4746
threshold32_26_value, 5196
threshold32_27_value, 10266
threshold32_28_value, 16808
threshold32_29_value, 29358
threshold32_30_value, 29358
threshold32_31_value, 29358
threshold32_0_sz, 4
threshold32_1_sz, 5
threshold32_2_sz, 6
threshold32_3_sz, 7
threshold32_4_sz, 8
threshold32_5_sz, 9
threshold32_6_sz, 10
threshold32_7_sz, 11
threshold32_8_sz, 12
threshold32_9_sz, 13
threshold32_10_sz, 14
threshold32_11_sz, 15
threshold32_12_sz, 16
threshold32_13_sz, 17
